350
40 396
3 11 437886
10 8 308150
7 2 347155
22 2 182775
11 4 308608
14 23 126288
11 16 234934
6 11 171078
2 3 524183
16 23 225747
14 1 110089
16 80
13 3 125564
12 11 265331
3 2 142191
3 15 194699
3 5 115231
14 13 29009
4 15 203620
14 7 122412
14 3 128389
8 14 156306
1 5 85587
9 10 38246
3 16 77445
14 2 153983
15 12 211234
9 4 177739
1 2 171835
8 3 222779
13 16 86412
1 9 166868
13 9 190831
13 1 95920
13 8 185315
6 16 176321
14 1 98753
6 7 92899
15 1 165055
9 11 320279
2 6 169705
7 12 22512
1 11 219152
4 11 297730
5 2 186060
6 12 115411
10 2 203920
16 7 109547
10 11 283712
15 14 187703
11 15 307919
6 11 222643
4 1 82828
2 11 234037
10 7 112748
2 7 174293
4 6 107797
4 16 73320
10 5 77424
9 14 189516
4 14 15917
1 8 193135
4 3 112472
5 13 104534
6 14 91880
9 12 173506
15 6 95823
4 10 168866
15 2 73882
3 7 53311
13 12 142099
4 12 129007
11 14 281813
13 4 13092
9 16 104419
9 6 97636
13 7 119587
6 1 69232
5 12 131766
4 8 172223
9 5 113991
12 8 146956
2 9 169165
16 12 132059
13 6 120889
7 9 150994
5 11 206288
5 7 109254
16 8 245543
6 10 61069
10 15 130038
14 5 75525
50 463
5 35 147512
22 31 147979
34 7 136034
43 29 157533
34 47 156923
21 19 153386
18 28 80340
46 17 125041
46 11 44116
15 14 198945
23 17 124066
43 12 200453
43 14 191786
13 38 147152
30 18 79420
47 17 63934
24 8 86118
37 18 131133
1 27 103673
24 16 99221
11 2 139654
10 40 134538
13 46 113435
33 36 227115
29 37 254629
13 4 216940
33 19 158836
36 45 165641
43 6 236358
44 12 160941
2 48 210499
36 27 163170
2 4 52925
44 50 103684
10 14 156221
10 15 184949
13 28 95599
42 14 149182
24 1 102803
46 49 105717
19 6 158085
1 31 66843
25 31 84632
43 19 117702
45 3 53794
32 18 147461
48 45 189392
48 24 183984
9 32 112358
15 43 309500
11 7 150311
19 36 116537
40 4 174347
39 5 102631
19 32 172817
9 43 236891
21 25 131714
22 11 43368
32 43 251145
4 42 139610
45 17 144522
7 21 164681
14 36 205017
31 34 166503
15 37 206770
5 13 255267
9 18 121933
27 6 138985
5 26 164283
18 4 117235
49 1 7673
12 50 133455
18 40 133346
32 30 168143
34 30 102854
17 32 72934
35 13 205273
40 9 190387
45 12 4492
17 24 69441
7 33 71384
16 5 164281
7 31 94722
14 3 65076
20 7 121860
9 21 190035
33 16 161299
44 27 82728
6 26 177318
6 4 72750
18 27 135949
32 23 152867
39 15 156336
38 19 135747
26 50 38527
45 21 87101
30 1 96474
13 45 183474
22 29 225968
40 48 154523
11 12 107823
37 16 46062
37 43 161301
13 6 220424
29 7 203732
47 28 121303
43 28 206083
31 5 28777
25 2 113656
16 35 175989
11 29 226069
35 42 185441
20 4 36688
8 23 114083
50 39 170833
17 7 66094
33 47 69224
29 18 220084
26 48 127954
49 6 100982
21 17 150611
31 12 115856
24 5 65060
10 48 183049
49 17 26012
5 20 75015
41 33 134707
48 19 216388
5 22 176756
36 42 180340
12 27 132597
10 2 156525
50 46 67908
30 8 140482
8 27 160403
37 27 189740
13 21 124985
9 16 195433
36 44 180636
5 28 159668
47 31 97092
1 42 172631
22 2 183022
28 1 95554
13 27 212970
35 3 91467
33 30 120103
13 22 78511
40 12 95302
19 17 153546
31 17 33158
3 39 142035
32 35 147645
26 12 171982
5 25 113409
28 50 50072
39 47 170946
23 1 105727
44 40 201030
6 35 73819
46 31 148727
16 50 167806
45 16 141253
8 48 216959
43 44 141687
3 5 125587
31 10 113150
40 8 144337
41 37 67728
43 8 142434
8 49 128105
27 5 120245
48 18 145351
47 16 162227
44 41 169280
50 45 137947
35 40 162680
10 23 171639
15 42 257292
20 48 174029
25 7 86863
9 45 146656
13 42 204401
38 20 87954
21 39 92244
19 14 143310
29 35 220017
22 3 51169
6 9 135782
44 45 165433
7 36 155731
8 36 219168
38 27 100762
25 23 144835
38 30 50633
2 45 165837
24 18 105812
29 9 192979
37 9 165597
32 8 108711
21 4 175648
27 11 112667
27 24 97568
38 8 89849
6 18 44485
10 5 141927
49 39 133024
10 47 178367
43 50 245371
48 30 102437
42 49 164958
3 44 115175
44 39 162792
37 1 107834
44 29 97775
19 47 159764
40 7 175237
43 21 235469
17 43 197467
40 22 35918
42 20 162994
45 41 167845
25 14 31005
12 42 84405
18 38 128971
25 49 46781
2 29 170015
39 13 217229
17 22 130981
44 32 128714
49 37 100161
50 31 96979
26 42 241294
33 5 119249
47 12 132988
42 40 170723
29 47 170020
19 40 142830
16 46 136689
25 50 84590
27 17 122012
41 23 201459
12 29 224101
34 25 103764
38 43 232283
35 12 126475
2 27 153943
13 48 118216
10 24 76867
14 41 119181
31 3 96810
37 21 142565
48 36 271864
16 38 133284
46 9 164465
8 35 168570
24 50 132939
21 2 228573
23 20 160092
31 27 91468
34 44 184868
46 7 145799
48 25 135635
12 9 151148
10 12 164915
1 12 111482
10 46 99368
34 28 103774
49 9 65436
18 21 143902
41 25 126086
7 10 188772
35 9 151267
28 9 147463
17 5 61935
47 40 173077
35 31 118735
39 14 148800
29 36 276966
50 17 63821
1 46 113390
13 1 191153
28 3 34081
37 46 121189
19 26 203870
21 29 272442
31 38 114301
8 4 59385
36 23 196189
2 16 178879
25 39 134989
25 18 86730
31 39 73854
48 32 187800
23 40 37101
25 37 140521
50 27 133809
10 26 170131
2 26 197981
9 33 96738
32 21 126322
23 47 135976
12 17 145167
49 44 65875
39 19 193937
14 31 74946
39 32 34078
8 11 165842
20 47 91545
28 6 124825
37 42 107402
17 10 146308
23 44 163929
18 15 183757
45 6 48164
31 33 90472
50 49 37809
42 41 87932
25 16 147570
30 2 165014
14 44 50099
13 36 217428
46 14 116993
16 27 196789
15 21 166979
4 28 121341
14 38 79012
37 7 131051
43 46 223919
33 35 117133
30 28 920
2 42 192535
1 36 203486
32 42 188936
2 32 102251
42 16 61340
44 25 81104
31 21 166098
26 32 175282
29 20 124227
39 8 141768
23 45 60556
12 7 159237
7 24 111905
32 45 122319
9 31 72582
8 46 159238
16 12 145745
41 5 142797
7 28 127963
23 30 91027
29 16 213493
17 39 107012
3 10 115613
34 8 177014
37 36 160136
2 17 95633
1 20 92848
18 31 107685
30 9 146543
22 50 67160
43 18 191873
18 33 87799
18 46 98176
36 47 227163
8 9 141517
32 1 106619
30 44 148336
10 9 185732
23 4 166774
35 38 108939
7 49 40082
47 43 213932
35 2 56260
40 31 176654
41 32 153796
19 46 139152
47 25 53151
31 49 59170
13 30 96519
47 24 101500
6 32 102976
42 46 185624
19 5 161818
17 9 39424
25 46 85988
22 32 172796
15 24 160282
28 48 101517
20 14 69399
39 7 168576
19 18 149096
25 29 162621
50 2 159454
47 13 216902
6 41 139064
41 40 166959
23 9 163490
47 3 87222
4 14 84496
30 40 53926
13 40 114429
19 31 133041
6 20 51372
47 41 141327
18 42 156107
34 6 171651
37 8 187639
15 13 199016
10 4 103600
19 25 145107
40 36 180200
7 1 47755
28 33 119183
12 36 170133
44 7 105957
8 2 112310
2 34 209878
8 12 58019
31 20 46238
21 36 169644
2 20 89613
31 45 111364
10 49 169413
9 48 154290
1 43 215235
41 50 141214
46 27 135207
37 35 160467
36 6 213805
23 46 107943
41 30 144525
18 35 29334
6 14 116758
9 19 192970
26 1 84009
3 29 174799
35 23 182539
21 41 177515
10 19 173625
26 36 258946
34 11 128214
44 15 212937
11 35 83394
4 22 138429
10 11 107812
23 15 193524
38 12 31830
11 21 89842
11 40 79286
36 4 160804
7 3 120934
50 37 137970
3 9 146288
1 15 190842
20 11 101842
17 14 41788
37 13 184197
15 46 85581
37 33 131463
13 7 188343
38 6 84486
10 42 237428
12 22
12 2 484722
11 3 73236
5 12 96905
8 2 824471
8 4 570755
11 7 209065
5 1 617344
7 5 136520
10 8 409709
8 7 576912
7 2 251297
9 3 228790
7 4 413632
11 2 415866
2 9 571420
10 12 221294
11 9 155554
5 3 691
11 6 427506
6 8 525003
6 2 843372
3 12 96214
6 13
5 3 283564
2 3 66001
5 1 405159
6 4 19355
1 6 182102
4 3 41152
2 6 44204
2 4 24849
3 6 60507
1 3 121595
5 4 242412
4 1 162747
1 2 187596
20 88
15 18 326713
20 3 114704
12 19 211021
9 3 231620
19 8 208704
11 8 116905
8 17 149337
19 17 260946
8 6 219930
3 2 152552
14 5 145445
18 11 231627
1 11 155823
11 7 116540
1 5 194575
20 19 198154
6 4 221639
15 4 223716
15 8 148399
20 12 93581
6 17 120103
20 15 223770
13 11 216609
9 11 276983
19 7 208339
4 17 250801
18 12 112405
15 17 240882
16 6 371378
1 10 222626
4 12 218032
12 7 230688
17 9 221911
9 13 90457
2 16 261097
2 15 231060
9 1 224445
16 1 150639
13 15 299493
6 3 184925
5 10 28051
13 3 190424
16 11 233260
18 20 205986
18 5 240003
19 14 281070
14 17 37527
11 6 262497
1 18 149006
20 14 100319
18 9 235210
4 3 114650
1 13 133988
3 1 228321
19 10 175066
9 5 247135
17 2 9822
16 18 226443
19 11 91799
13 2 213421
16 9 301882
20 16 207619
12 10 186025
9 6 335518
1 14 151311
14 7 150667
1 8 200162
15 14 220765
13 10 184729
16 14 301950
8 10 33638
2 12 147059
2 11 230124
3 5 33746
19 15 237178
14 18 300317
2 10 158247
18 10 211952
13 18 209792
11 17 226798
12 3 191720
11 4 160013
13 12 97387
18 3 217647
18 2 259464
13 14 241126
9 7 192652
7 2 191520
25 285
3 9 203909
1 13 142020
15 18 122943
15 22 57229
21 17 106167
3 25 191810
11 3 130247
14 25 246587
19 16 370798
3 13 44792
1 9 301137
21 9 179104
5 8 215605
6 3 21172
5 17 154911
12 24 10338
8 22 167105
14 16 326852
20 25 185805
8 23 154081
16 3 184620
12 19 266204
20 14 148237
23 6 78950
1 8 128506
11 22 73861
8 16 215898
3 15 27501
24 21 99124
23 22 13024
1 4 119506
12 13 63020
3 20 6005
2 9 234137
20 22 76807
6 21 91730
11 21 59689
4 20 81298
15 7 95272
2 1 127456
2 8 126531
10 4 89179
8 4 9000
4 15 114804
24 16 176730
22 7 71550
17 25 227419
1 7 164999
15 5 146803
19 1 345204
9 18 294188
18 10 97265
11 7 117067
25 10 193686
9 10 202033
14 21 72266
14 7 129644
12 7 85999
3 18 95442
23 9 206300
9 12 222137
1 21 167786
8 3 96303
5 12 137530
14 8 238535
10 5 121178
9 7 236482
22 25 160149
19 18 343418
21 12 88786
24 5 147868
4 13 132095
12 20 12223
25 21 174321
23 20 63783
20 21 76563
17 13 60852
7 4 155074
13 10 46668
4 9 291212
22 16 255422
13 18 140234
10 19 249852
16 20 178615
14 11 12577
1 25 277028
7 3 67771
14 6 133070
7 18 163213
2 5 149530
1 14 239460
25 4 267103
22 2 109093
23 12 76006
7 19 315747
4 17 122912
24 1 89338
25 8 276103
21 22 14172
5 6 140474
5 16 287090
8 18 175058
17 8 131912
14 23 99462
25 7 142696
6 10 23048
21 18 166000
19 6 269148
25 5 300040
21 23 27196
13 7 36125
17 16 220229
6 17 56781
5 9 323211
15 11 102746
11 13 119998
21 7 57378
19 23 300545
20 24 22561
6 11 120493
15 16 212121
23 16 242398
12 6 27390
24 10 30389
9 15 222161
19 24 276542
12 10 20104
20 9 209914
25 2 180239
11 16 314275
3 21 70558
5 18 126835
5 7 187073
19 20 253981
6 4 96465
22 24 99368
11 17 165856
18 16 243606
7 6 72123
14 5 262126
13 20 50797
13 23 87505
4 19 335279
3 23 69788
23 15 70253
16 12 166392
21 19 273349
22 5 202114
24 2 58794
11 5 249549
24 9 232422
7 17 96977
10 16 186496
11 18 225097
18 2 125670
19 8 344279
22 18 166244
1 11 226883
18 20 89437
19 15 275477
5 13 164094
16 7 252391
6 24 37728
23 7 84574
24 11 158221
15 25 217378
8 15 123804
23 24 86344
2 12 48456
16 4 206898
15 17 63110
5 3 119302
12 25 198028
6 9 225081
16 21 255178
12 14 160460
19 13 292768
15 1 124729
24 14 160868
11 23 86885
5 21 189860
13 14 132575
10 21 72434
24 8 112859
4 22 158105
8 11 225958
24 18 66876
15 12 45729
13 16 229412
4 11 216958
18 1 156214
5 4 206605
19 3 247976
2 17 65837
14 17 178433
10 8 98179
17 12 53837
22 12 89030
2 14 167187
13 2 73668
12 4 93521
10 3 1876
2 4 117531
25 13 178821
6 18 104604
2 19 278204
6 20 15167
6 25 170638
15 13 72293
17 1 132837
14 19 345615
17 23 105397
13 22 74481
22 6 91974
16 6 193782
4 18 166058
2 11 154610
15 14 115323
16 1 87392
11 12 147883
2 23 100016
19 22 287521
16 25 364420
20 10 7881
24 17 64122
4 14 229535
18 14 227744
24 3 28566
2 16 214848
18 23 153220
2 15 57729
24 4 103859
9 11 119415
5 1 199698
6 8 105465
14 10 144700
14 9 110933
20 2 36233
3 14 142824
24 15 56067
1 10 99104
21 4 157861
22 10 84688
2 21 94921
9 19 335905
23 10 71664
3 17 35609
10 7 69647
12 18 77214
23 5 189090
2 7 37543
8 7 164074
25 18 173205
17 10 33733
24 7 96337
20 1 91223
22 17 118421
25 11 234010
12 8 102521
22 1 168030
3 12 18228
15 6 48673
19 11 333038
15 21 43057
19 17 283585
10 11 132123
2 10 32104
22 9 193276
3 22 82812
18 17 130998
3 1 97228
3 2 30228
8 9 300212
16 9 357690
24 13 73358
25 19 344499
1 12 79000
8 21 166861
23 25 147125
24 25 208366
19 5 367278
2 6 34580
4 3 87303
13 21 60309
23 4 145081
47 912
6 30 137930
11 44 111811
12 3 64467
38 45 192426
45 10 142395
24 19 178400
6 13 82589
17 10 66522
27 15 91435
35 24 73385
25 44 90748
26 30 152805
38 36 134800
35 31 49275
47 43 91148
19 21 178240
30 46 129823
14 15 62445
18 45 159485
6 20 66911
41 28 166536
12 9 106186
4 24 124772
3 18 41896
17 22 113196
33 27 66201
26 5 107310
34 25 107687
10 40 39129
27 6 51375
25 27 77959
32 46 51758
34 7 128551
8 3 83565
13 2 107692
47 18 63699
42 18 123274
31 28 155385
14 7 89444
23 8 90828
2 41 86231
2 10 82673
11 35 19581
19 4 133260
27 20 86584
34 44 187686
24 5 126056
33 3 69853
20 14 108284
30 10 95022
45 28 140027
36 31 120962
17 44 184832
8 16 70805
20 35 96812
23 33 120778
22 12 78789
16 5 85252
19 29 210959
12 30 145884
46 31 70994
34 22 118889
26 3 65387
2 32 52718
22 8 42639
18 19 102349
40 26 132730
14 33 111636
13 37 85499
38 40 89160
30 31 131215
11 45 135896
30 21 141883
38 26 156630
2 14 52607
6 16 100765
36 13 122786
27 17 134420
27 1 127159
6 5 135719
43 35 81994
6 19 107122
14 24 86580
34 47 82203
36 9 139760
25 35 55635
16 24 53662
35 12 84569
7 3 126864
2 46 104476
20 19 161932
33 22 72589
21 37 76335
44 40 79181
2 31 118866
36 8 141590
32 7 62033
1 45 201656
47 37 90292
6 9 54538
3 28 167066
47 42 106279
4 1 61808
44 15 153785
5 1 169993
29 37 104268
44 23 88545
41 44 211039
7 10 91988
2 33 108588
16 28 99994
6 34 70096
12 4 97178
13 12 109504
36 43 76713
34 35 121356
23 43 25951
36 28 170779
34 28 172712
14 12 79820
34 4 24566
39 17 147292
22 1 105935
38 24 110334
31 15 114431
46 37 82283
14 39 73143
38 42 155345
28 7 117142
43 13 93931
4 29 110244
27 21 76862
26 14 97468
36 37 112757
45 44 187979
9 15 72083
10 25 42553
40 22 72805
11 34 101775
1 3 97642
8 34 79021
42 34 122040
36 10 84769
17 46 101323
46 36 119570
44 20 145762
24 29 35979
20 47 48026
25 23 8546
20 12 94697
9 41 100526
1 29 162959
40 16 100971
15 8 113929
41 31 138898
19 15 113881
24 27 90315
23 26 83542
45 42 83233
15 43 97534
28 32 111261
45 3 177029
20 37 79166
23 28 120017
8 19 180991
24 44 138232
34 45 158251
47 26 87190
32 44 135267
40 5 140759
44 47 174989
47 5 116834
26 43 109493
7 26 132569
34 41 116084
4 2 112686
2 37 49805
27 44 157958
35 16 84204
2 36 90474
5 27 84911
27 34 97665
37 30 93973
33 28 172841
14 47 114612
42 37 73316
10 11 6499
29 26 85119
36 7 59761
16 46 96643
40 33 128957
39 20 93103
19 2 144427
42 10 105314
41 11 114480
19 11 132591
36 6 142339
4 17 150230
40 23 90228
37 12 92595
42 27 80734
18 24 133736
3 36 132643
1 13 97278
13 3 72893
32 9 109673
5 44 168749
5 34 127384
40 37 86611
31 9 100221
19 44 199460
17 20 150252
24 21 107164
13 23 89116
9 13 117735
36 20 107979
20 3 69829
19 39 168720
26 33 132117
13 10 38017
2 43 13761
1 20 117611
5 15 101921
25 3 90427
27 22 21224
14 27 45435
19 1 178178
37 5 81760
2 30 68692
30 20 125575
5 14 39476
16 38 121153
26 25 74996
4 42 98972
8 20 107999
12 16 57503
37 24 82897
10 19 126092
4 41 109534
39 13 105789
23 47 105243
9 8 63463
9 19 142268
12 27 100013
40 28 158321
8 32 59358
2 12 77192
4 21 89084
12 34 94020
35 42 118396
4 47 57637
16 32 44885
11 20 77231
45 35 155477
12 11 77986
13 35 51099
9 27 82107
15 16 91606
24 2 33973
42 32 76229
38 9 142747
45 24 93695
27 13 92917
9 14 127542
25 37 70541
5 46 136431
29 36 160426
25 16 28569
14 37 52853
7 44 137572
14 36 93102
29 13 128717
2 47 104909
47 16 85220
31 25 78746
3 21 106887
44 3 153186
31 14 115787
45 7 96559
40 24 99432
38 10 50031
30 18 129314
3 22 81550
18 13 92073
39 45 128830
46 40 60932
8 41 89332
34 23 99141
16 39 62262
34 31 115779
33 24 141680
37 27 7418
15 12 34103
44 22 136734
45 25 107980
7 9 112993
19 5 197462
47 11 63178
46 33 128188
19 45 204149
32 34 125231
45 32 112440
30 13 133039
39 40 106901
19 28 204985
3 2 117549
5 42 105086
16 45 79411
5 31 150821
31 39 98689
20 33 89822
36 27 120175
23 14 59432
41 29 156183
17 33 159909
21 32 98387
4 37 80517
2 26 123254
7 31 128181
43 20 43122
46 15 100041
42 44 151768
26 46 128402
46 18 111573
32 19 141848
25 30 116950
19 41 226414
46 7 113791
45 6 167333
37 16 41972
20 28 137188
2 42 23511
15 35 91320
16 10 71122
3 47 21803
18 10 89770
1 11 65760
43 12 63431
33 30 137689
25 29 118210
10 1 72259
13 45 167414
23 27 69413
46 8 82600
31 47 105870
9 33 43027
37 34 105083
36 12 71150
12 19 79778
21 47 85084
17 21 187310
44 4 174119
23 37 61995
21 15 110583
16 19 124738
2 38 132704
4 26 98098
47 7 114224
42 23 63223
8 40 86928
47 28 185214
44 2 128257
8 25 99374
13 31 74210
2 21 73191
30 36 159166
40 12 110616
38 3 97905
5 25 88750
24 25 82231
47 25 112230
43 5 90192
23 5 80204
25 12 28934
26 12 46062
24 6 117873
41 16 102471
11 29 97199
15 45 171017
1 25 111160
41 40 147110
14 8 81686
17 47 136199
1 15 124883
26 34 122664
39 36 133047
3 23 98973
20 42 80394
5 28 168206
38 29 146313
24 12 111165
24 42 57484
31 24 96496
33 31 57194
22 38 96705
38 13 88048
31 38 86224
39 35 93852
33 4 34019
45 21 132913
8 33 87616
4 39 100807
34 20 62353
16 44 108568
28 43 94066
47 29 160377
35 38 36949
11 26 100100
5 41 142259
29 17 162804
41 1 171342
32 15 95195
30 42 92203
26 16 103565
16 3 107023
44 29 102253
2 16 19689
25 11 49052
28 4 183661
30 39 114263
32 27 37943
18 43 86002
2 7 36837
11 2 76174
33 13 131404
45 41 145953
40 47 95808
40 29 129829
5 17 181150
14 16 72296
47 24 129980
44 38 168341
34 15 87641
3 29 138574
15 11 71739
7 12 86507
12 29 131181
40 15 104369
14 22 66358
2 39 70095
12 8 121428
13 34 133293
31 18 125963
19 31 162285
46 47 91480
28 8 142891
15 37 88398
31 29 132475
35 9 105798
24 22 69091
39 47 93097
11 14 73095
13 41 145998
31 37 78399
18 8 125461
28 6 172851
38 28 128924
43 9 89917
3 19 97426
47 32 86634
6 38 107601
39 26 118582
26 19 125840
14 4 118534
33 11 99886
22 23 48189
29 10 96282
24 1 132562
10 37 60480
31 11 42692
45 30 128414
47 6 31499
38 18 139801
16 42 43200
20 16 37194
20 2 56883
25 2 48258
35 41 134061
21 23 73525
16 30 88381
4 38 133739
1 30 165478
7 6 117913
30 24 34719
1 16 134101
39 29 124558
22 47 103353
4 25 121566
42 25 71769
22 31 82867
46 39 102573
17 12 138009
46 10 34801
25 38 92584
21 22 81668
23 12 37480
25 15 63037
33 12 131197
39 5 87795
19 23 117258
8 43 64877
1 35 85341
7 4 122001
25 41 131040
27 18 102967
32 22 16719
13 5 139647
35 33 106469
13 42 130333
46 23 85900
45 23 99434
40 4 94938
34 24 113823
21 38 170819
11 39 74271
43 16 5928
21 44 162070
10 41 120979
44 9 183127
1 12 140094
24 8 102001
10 44 118310
33 45 167323
22 41 74305
20 38 133761
15 33 97094
31 10 36193
20 5 68808
28 37 114058
6 40 83701
32 35 43037
2 5 92083
15 42 134806
47 1 119445
32 23 64908
20 7 66198
19 14 159598
4 16 92997
10 34 108274
36 41 173256
22 7 45314
44 13 143329
4 5 120834
33 37 58783
43 30 82453
23 18 60051
38 14 129625
1 23 119706
35 44 131392
17 40 105651
12 38 121518
22 29 90462
14 13 104613
27 4 73099
9 24 115764
28 25 128563
24 10 60303
6 26 75083
4 8 54455
35 3 60956
41 7 119619
8 13 85816
20 13 104305
42 14 76118
23 31 87292
9 4 9008
43 7 23076
3 32 64831
29 28 94868
30 7 105529
5 3 132285
18 29 108610
34 18 99173
6 11 51071
1 43 128173
25 18 51505
3 17 114396
1 2 141934
26 28 179987
25 17 109075
41 33 119282
29 45 129674
12 10 71487
26 10 106599
46 43 90715
18 37 99930
44 1 112311
29 2 69952
41 20 139665
41 24 120204
46 12 106288
43 4 98925
22 35 59756
35 27 80980
21 10 120788
17 18 156292
5 32 84673
28 2 80305
37 22 13806
30 38 145053
32 6 74527
39 37 20290
2 15 111295
13 11 31518
39 8 49123
35 5 127710
42 33 132099
27 2 57223
36 18 93721
23 36 50762
31 40 75322
21 1 138243
42 39 93606
44 39 170830
29 8 133101
43 24 47734
10 39 80770
15 38 128269
13 24 98320
40 30 134151
37 38 110511
43 37 36044
18 9 83615
33 34 58585
8 44 166109
21 8 105168
35 14 92676
22 25 56735
43 25 34497
10 23 51099
13 16 99859
37 6 58793
35 6 70652
41 26 158791
1 17 138781
46 42 127117
43 21 59430
34 17 174796
7 1 128705
33 39 79073
17 24 126825
38 1 122290
20 18 111725
29 7 106789
6 29 148270
17 19 59570
1 14 138855
35 19 113010
29 30 70698
33 16 100755
34 29 85678
29 46 125501
9 29 101236
40 27 94029
37 32 30525
36 44 132964
37 7 59120
13 7 117007
7 35 105070
5 10 114628
29 32 73743
33 10 93387
11 8 54298
14 17 146116
11 40 32630
43 14 66368
41 14 113352
46 25 77354
32 14 49639
32 41 91024
31 32 66148
3 14 92809
1 46 94062
8 47 61762
40 19 165221
45 22 95721
3 39 71294
8 10 60797
3 4 35834
27 30 86555
17 45 208917
13 32 54974
42 26 146765
41 43 96543
4 45 172408
16 23 20023
6 15 40060
44 6 162882
10 15 78238
38 41 171010
17 37 127002
3 15 30364
9 46 114519
1 37 119741
42 36 113985
45 36 150196
6 14 96810
46 20 105533
24 11 66802
12 45 136914
43 34 105475
36 47 154446
36 33 111257
25 9 112558
34 19 157826
29 35 109364
3 11 41375
41 6 119292
5 29 158416
19 47 119229
2 17 149195
41 3 128988
43 22 22238
12 31 107680
9 3 44842
45 8 127750
38 33 143418
12 47 86270
40 25 81682
26 45 182976
11 21 114289
47 13 56279
18 15 11532
17 43 135434
32 39 50815
18 39 113190
27 46 89701
9 21 80076
39 34 125373
24 36 124447
6 33 79549
31 21 147843
39 38 130801
22 11 40175
10 28 119192
